Id,Exhibit_Group,Exhibit_Name,Exhibit_Popularity,Language,Complexity,Exhibit_Copy
7,Automation Everywhere,Dream Machine: Control Cabinet,3,Spanish,Technical,"### Gabinete de control
Este gabinete alberga el cerebro electrónico de la Dream Machine. Todos los sensores, los motores de CA, los cortadores láser y todo lo demás están controlados por el controlador de automatización programable ControlLogix o PAC.

### Servovariadores Kinetix
Los servomotores son motores eléctricos muy precisos y exactos. Puede controlar su posición, la velocidad a la que se mueven y la velocidad a la que aceleran. Los servomotores están controlados por servovariadores. El controlador de automatización programable o PAC (el cerebro informático de la Dream Machine) envía señales de control a los servovariadores Kinetix. Los variadores amplifican estas señales y las envían a los servomotores. Aquí en la Dream Machine, los servovariadores Kinetix proporcionan el control de movimiento para los servomotores que mueven los cortadores láser.

### E/S Armorblock
El ArmorBlock I/O de Rockwell Automation recopila información de los sensores y la envía al controlador de automatización programable (el cerebro informático), que determina lo que se debe hacer.

### Control Ethernet
Una característica de los sistemas de Rockwell Automation es la red Ethernet, que permite que todos los sistemas procesen información y se comuniquen a través de una única red. El control Ethernet ofrece a los operadores mucho más control sobre todo el sistema. También permite ahorrar dinero en cableado y resolución de problemas. Además, puede supervisar y operar su fábrica desde cualquier parte del mundo."
10,Automation Everywhere,Sensor Challenge,2,Hmong,Simplified,"Koj puas tuaj yeem ntaus lub tshuab?
=========================

Coj qhov kev sib tw Sensor!
----------------------

### Cov kauj ruam los ua kom tiav qhov Kev Sib Tw

1. ** Nias Start Button **
2. **Xaiv qhov ceev**: qeeb, nruab nrab, lossis ceev
3. **Nias mus**
4. **Xav!**"
10,Automation Everywhere,Sensor Challenge,2,Spanish,Simplified,"¿Puedes vencer a la máquina?
===========================

¡Acepta el desafío del sensor!
-------------------------

### Pasos para completar el desafío

1. **Presiona el botón de inicio**
2. **Elige una velocidad**: lenta, media o rápida
3. **Presiona Iniciar**
4. **¡Ordena!**"
10,Automation Everywhere,Sensor Challenge,2,English,Simplified,"Can You Beat The Machine?
==========================

Take the Sensor Challenge!
-------------------------

### Steps to Complete the Challenge

1. **Press the Start Button**
2. **Choose a Speed**: Slow, Medium, or Fast
3. **Press Go**
4. **Sort!**"
21,Drive Sim,Drive Sim,1,English,Standard,"**Turning**
Racecars are designed to handle the effects of friction, gravity, and air resistance.

**Gaining Speed**
Aerodynamics is how easily air slips over the car. Traction is the grip that tires have on the ground, transferring engine power into forward motion and keeping the car on the racetrack.

**Special Maneuvers**
When an object is moving in a circle, centripetal force pulls it towards the center, while centrifugal force pulls it away.

**Crashing**
Modern racecars are designed to protect the driver using impact-absorbing materials, high-tech multi-point seatbelts, and breakaway pieces."
21,Drive Sim,Drive Sim,1,Spanish,Standard,"**Giros**
Los autos de carrera están diseñados para soportar los efectos de la fricción, la gravedad y la resistencia del aire.

**Ganar velocidad**
La aerodinámica es la facilidad con la que el aire se desliza sobre el auto. La tracción es el agarre que tienen los neumáticos sobre el suelo, lo que transfiere la potencia del motor al movimiento hacia adelante y mantiene el auto en la pista de carreras.

**Maniobras especiales**
Cuando un objeto se mueve en un círculo, la fuerza centrípeta lo empuja hacia el centro, mientras que la fuerza centrífuga lo empuja hacia afuera.

**Choques**
Los autos de carrera modernos están diseñados para proteger al conductor mediante materiales que absorben los impactos, cinturones de seguridad multipunto de alta tecnología y piezas de seguridad."
21,Drive Sim,Drive Sim,1,Hmong,Standard,"**Tig**
Racecars yog tsim los daws cov teebmeem ntawm kev sib txhuam, lub ntiajteb txawj nqus, thiab huab cua tsis kam.

**Gining Speed**
Aerodynamics yog yooj yim npaum li huab cua hla lub tsheb. Traction yog qhov tuav uas cov log tsheb muaj nyob rau hauv av, hloov lub cav lub zog mus rau pem hauv ntej thiab ua kom lub tsheb nyob rau hauv racetrack.

** Tshwj xeeb Maneuvers **
Thaum ib qho khoom txav mus rau hauv lub voj voog, lub zog centripetal rub nws mus rau qhov chaw, thaum lub zog centrifugal rub nws tawm.

**Crashing**
Cov tsheb sib tw niaj hnub no yog tsim los tiv thaiv tus neeg tsav tsheb uas siv cov khoom siv los cuam tshuam, cov khoom siv high-tech multi-point seatbelts, thiab cov khoom tawg."
21,Drive Sim,Drive Sim,1,Spanish,Simplified,"**Giros**
Los autos están diseñados para soportar las fuerzas que pueden afectarlos durante una carrera.
**Ganar velocidad**
La forma de un auto ayuda a que el aire fluya suavemente sobre él, y los neumáticos especiales se agarran al suelo para ayudar al auto a moverse más rápido y permanecer en la pista.
**Maniobras especiales**
Cuando los autos giran, dos fuerzas actúan sobre ellos: una los empuja hacia el centro y la otra los aleja.
**Choques**
Los autos de hoy están diseñados para mantener seguros a los conductores con materiales especiales y sistemas de protección que absorben los impactos y ayudan al conductor a mantenerse seguro en caso de un choque."
21,Drive Sim,Drive Sim,1,Hmong,Simplified,"**Tig**
Cov tsheb yog tsim los tswj cov rog uas tuaj yeem cuam tshuam rau lawv thaum sib tw.
**Gining Speed**
Lub tsheb zoo li lub tsheb pab kom huab cua ntws zoo dua nws, thiab cov log tsheb tshwj xeeb tuav hauv av kom lub tsheb txav nrawm dua thiab nyob ntawm txoj kev.
** Tshwj xeeb Maneuvers **
Thaum lub tsheb tig, ob lub zog ua rau lawv: ib qho rub lawv mus rau qhov chaw thiab lwm tus rub tawm.
**Crashing**
Cov tsheb niaj hnub no tau tsim los ua kom cov neeg tsav tsheb muaj kev nyab xeeb nrog cov ntaub ntawv tshwj xeeb thiab cov txheej txheem tiv thaiv uas nqus cov kev cuam tshuam thiab pab tus neeg tsav tsheb nyob nyab xeeb thaum muaj kev sib tsoo."
21,Drive Sim,Drive Sim,1,English,Simplified,"**Turning**
Cars are designed to handle the forces that can affect them while racing.
**Gaining Speed**
A car's shape helps air flow smoothly over it, and special tires grip the ground to help the car move faster and stay on the track.
**Special Maneuvers**
When cars turn, two forces act on them: one pulls them towards the center and the other pulls them away.
**Crashing**
Today's cars are designed to keep drivers safe with special materials and protection systems that absorb impacts and help the driver stay safe in case of a crash."
26,Innovation Station,Pneumatic Dinosaur,2,English,Simplified,"**Pneumatic Dinosaur**

Once upon a time, in a land before time, pneumatic dinosaurs roamed the land. As these giants strode upon the earth and swam in the primordial seas, levers forced compressed air into their mighty pistons transforming this force into movement.

These gigantic creatures are gone (except for this one, the last of its kind), but their inspiration remains in pneumatic drills and bicycle pumps, HVAC control systems, giant pneumatic clocks, compressed air vehicles, pipe organs, exercise equipment, and anywhere else humans turn compressed air into work.

**Move the Levers. Control the Mighty Beast. Behold the Power of Compressed Air.**"
26,Innovation Station,Pneumatic Dinosaur,2,Spanish,Simplified,"**Dinosaurio neumático**

Érase una vez, en una tierra antes del tiempo, dinosaurios neumáticos vagaban por la tierra. Mientras estos gigantes caminaban sobre la tierra y nadaban en los mares primigenios, las palancas imprimían aire comprimido en sus poderosos pistones, transformando esta fuerza en movimiento.

Estas criaturas gigantescas ya no existen (excepto esta, la última de su especie), pero su inspiración sigue estando presente en taladros neumáticos y bombas de bicicleta, sistemas de control de calefacción, ventilación y aire acondicionado, relojes neumáticos gigantes, vehículos de aire comprimido, órganos de tubos, equipos de ejercicio y cualquier otro lugar donde los humanos conviertan el aire comprimido en trabajo.

**Mueva las palancas. Controle a la poderosa bestia. Contemple el poder del aire comprimido.**"
26,Innovation Station,Pneumatic Dinosaur,2,Hmong,Simplified,"**Pneumatic Dinosaur**

Muaj ib zaug, nyob rau hauv ib thaj av ua ntej lub sij hawm, pneumatic dinosaurs roamed lub teb chaws. Raws li cov neeg loj heev strode rau hauv lub ntiaj teb thiab ua luam dej nyob rau hauv lub hiav txwv primordial, levers yuam compressed huab cua rau hauv lawv lub zog pistons hloov lub zog no mus rau hauv lub zog.

Cov tsiaj loj no tau ploj mus (tshwj tsis yog rau qhov no, qhov kawg ntawm nws hom), tab sis lawv qhov kev tshoov siab tseem nyob hauv pneumatic xyaum thiab lub tsheb kauj vab twj, HVAC tswj tshuab, lub moos loj pneumatic, lub tshuab cua compressed, cov khoom siv hauv nruab nrog cev, cov khoom siv dag zog, thiab lwm qhov chaw. tib neeg tig compressed cua mus ua haujlwm.

** Txav cov levers. Tswj lub Mighty Beast. Saib seb lub zog ntawm Compressed Cua.**"
29,Innovation Station,Spark Gap Telegraph,3,Hmong,Standard,"Wireless Telegraph
=====================

Nyob rau hauv lub lig 1800s, xov tooj yog tib txoj kev uas yuav xa ib tug instant lus rau ib tug neeg. Lub xov tooj tau hloov pauv lub ntiaj teb thiab ua rau kev sib txuas lus yooj yim dua nyob rau hauv qhov deb. Qhov teeb meem yog cov xov hlau. Koj tsis tuaj yeem khiav cov xov hlau los ntawm ntug dej mus rau lub nkoj, thiab cov nkoj tseem ceeb heev rau kev lag luam thoob ntiaj teb. Cov neeg xav tau kev sib txuas lus tam sim ntawd txhua qhov chaw, thiab lawv yuav tsum tau tshem ntawm cov xov hlau.

Warren Johnson tus thawj transmitter teeb tsa muaj xws li:
- Ib lub roj teeb
- Ib tug capacitor
- Induction kauj
-Ib qhov sib txawv

Thaum koj ua tiav lub voj voog, lub kauj induction hloov hluav taws xob tsawg-voltage los ntawm lub roj teeb mus rau hauv lub siab-voltage impulse, uas dhia hla qhov sib txawv. Qhov no tsim cov mem tes ntawm xov tooj cua nthwv dej uas ya tawm hauv txhua qhov kev taw qhia. Ib coherer (xov tooj cua-wave receiver) nyob rau lwm qhov chaw khaws cov mem tes ntawm xov tooj cua tsis zoo li qhov tawg ntawm qhov zoo li qub. Qhov tawg luv luv ntawm qhov zoo li qub dhau los ua Morse Code dot. Ib qho tawg ntev dhau los ua qhov khiav ceev.

Thaum kawg, Johnson thiab nws tus kws ua haujlwm Charles Fortier tau nthuav tawm lawv cov xov tooj wireless ntawm 1900 Paris Exposition nrog luminaries zoo li Nikola Tesla, Guglielmo Marconi, thiab Thomas Edison."
29,Innovation Station,Spark Gap Telegraph,3,Spanish,Standard,"Telégrafo inalámbrico
=====================

A finales del siglo XIX, el telégrafo era la única forma de enviar un mensaje instantáneo a alguien. El telégrafo transformó el mundo y facilitó mucho la comunicación a distancia. El problema eran los cables. No se pueden tender cables desde la costa hasta un barco, y los barcos eran increíblemente importantes para la economía global. La gente necesitaba comunicación instantánea en todas partes y necesitaba deshacerse de los cables.

La configuración inicial del transmisor de Warren Johnson consistía en:
- Una batería
- Un condensador
- Una bobina de inducción
- Un espacio de chispa

Cuando se completa el circuito, la bobina de inducción transforma la electricidad de bajo voltaje de la batería en un impulso de alto voltaje, que salta a través del espacio. Esto genera un pulso de ondas de radio que vuela en todas direcciones. Un cohesor (receptor de ondas de radio) ubicado en otro lugar recoge este pulso de ondas de radio como una ráfaga de estática. Una breve ráfaga de estática se convirtió en un punto de código Morse. Una ráfaga más larga se convirtió en una raya.

Finalmente, Johnson y su ingeniero Charles Fortier demostraron su sistema de telégrafo inalámbrico en la Exposición de París de 1900 con personalidades como Nikola Tesla, Guglielmo Marconi y Thomas Edison."
29,Innovation Station,Spark Gap Telegraph,3,English,Standard,"Wireless Telegraph
=====================

In the late 1800s, the telegraph was the only way to send an instant message to someone. The telegraph transformed the world and made communication much easier across distances. The problem was wires. You can't run wires from the shore to a ship, and ships were incredibly important to the global economy. People needed instant communication everywhere, and they needed to get rid of the wires.

Warren Johnson's initial transmitter set-up consisted of:
- A battery
- A capacitor
- An induction coil
- A spark gap

When you complete the circuit, the induction coil transforms low-voltage electricity from the battery into a high-voltage impulse, which jumps across the gap. This generates a pulse of radio waves that flies off in every direction. A coherer (radio-wave receiver) located somewhere else picks up this pulse of radio waves as a burst of static. A short burst of static became a Morse Code dot. A longer burst became a dash.

Eventually, Johnson and his engineer Charles Fortier demonstrated their wireless telegraph system at the 1900 Paris Exposition with luminaries like Nikola Tesla, Guglielmo Marconi, and Thomas Edison."
29,Innovation Station,Spark Gap Telegraph,3,English,Simplified,"Spark Gap Telegraph
=====================

Imagine sending a message to someone on the other side of the ocean in just a second. Before phones and internet, people used a machine called the telegraph to send instant messages. But telegraphs needed wires, and that was a problem for ships at sea. Ships were very important for trade, and people needed a way to talk to them quickly.

A man named Warren Johnson found a way to send messages without wires. He used a special setup that included:
- a battery
- a special coil
- a gap that sparks when electricity jumps across it

When you turn it on, the coil makes a burst of energy that sends a signal through the air. Someone else can pick up this signal with a special receiver and hear a ""click"" or a "" Static"". This was like a secret code that only they could understand.

Johnson showed off his invention to some very famous people, like Nikola Tesla and Thomas Edison. It was a big deal!"
29,Innovation Station,Spark Gap Telegraph,3,Spanish,Simplified,"Telégrafo de chispa
======================

Imagina enviar un mensaje a alguien que está al otro lado del océano en tan solo un segundo. Antes de los teléfonos e Internet, la gente usaba una máquina llamada telégrafo para enviar mensajes instantáneos. Pero los telégrafos necesitaban cables, y eso era un problema para los barcos en el mar. Los barcos eran muy importantes para el comercio y la gente necesitaba una forma de comunicarse con ellos rápidamente.

Un hombre llamado Warren Johnson encontró una forma de enviar mensajes sin cables. Usó una configuración especial que incluía:
- una batería
- una bobina especial
- un espacio que genera chispas cuando la electricidad salta a través de él

Cuando lo enciendes, la bobina produce una explosión de energía que envía una señal a través del aire. Otra persona puede captar esta señal con un receptor especial y escuchar un ""clic"" o una ""estática"". Esto era como un código secreto que solo ellos podían entender.

Johnson mostró su invento a algunas personas muy famosas, como Nikola Tesla y Thomas Edison. ¡Fue un gran acontecimiento!"
29,Innovation Station,Spark Gap Telegraph,3,Hmong,Simplified,"Spark Gap Telegraph
=====================

Xav txog kev xa xov mus rau ib tus neeg nyob sab nraud ntawm dej hiav txwv hauv ib pliag xwb. Ua ntej cov xov tooj thiab internet, tib neeg siv lub tshuab hu ua xov tooj xa xov tam sim. Tab sis telegraphs xav tau cov xov hlau, thiab qhov ntawd yog qhov teeb meem rau cov nkoj hauv hiav txwv. Lub nkoj tseem ceeb heev rau kev lag luam, thiab tib neeg xav tau txoj hauv kev los tham nrog lawv sai.

Ib tug txiv neej npe hu ua Warren Johnson nrhiav tau ib txoj hauv kev xa xov tsis muaj xov tooj. Nws siv ib qho kev teeb tsa tshwj xeeb uas suav nrog:
- roj teeb
- ib lub kauj tshwj xeeb
- qhov sib txawv uas ua rau thaum hluav taws xob dhia hla nws

Thaum koj qhib nws, lub kauj ua lub zog tawg uas xa cov teeb liab los ntawm huab cua. Lwm tus tuaj yeem nqa lub teeb liab no nrog tus txais tshwj xeeb thiab hnov ​​​​ib ""nias"" lossis ""Static"". Qhov no zoo li ib txoj cai zais cia uas tsuas yog lawv tuaj yeem nkag siab.

Johnson tau nthuav tawm nws qhov kev tsim kho rau qee tus neeg nto moo, zoo li Nikola Tesla thiab Thomas Edison. Nws yog ib qho loj!"
30,Innovation Station,Telegraph with Key,3,Hmong,Simplified,"### Morse Code

Nws yog 1836. Koj lub npe yog Samuel Morse. Koj yog tus kws kos duab kos duab thiab tus tsim khoom tsim los ntawm Charlestown, Massachusetts. Koj txoj haujlwm yog txhawm rau txheeb xyuas txoj hauv kev xa cov lus tam sim thoob plaws tebchaws. Koj muaj lub transmitter uas tso cai rau koj xa hluav taws xob impulses. Koj muaj lub receiver uas tau txais hluav taws xob impulses. Koj muaj hluav taws xob. Koj muaj kab. Koj ua dab tsi?

### Kuv Yuav Tsim Ib Tug Code!

Koj tuaj yeem tsim ib tus lej. Txhua tsab ntawv yuav ua ke ntawm luv luv thiab ntev tawg ntawm hluav taws xob. Dots thiab dashes (thiab qhov chaw khoob). Cov me me ntawm qhov chaw khoob ntawm cov ntawv. Ntev me ntsis ntawm qhov chaw khoob ntawm cov lus. Koj xav kom koj cov lej ua haujlwm tau zoo li qhov ua tau, yog li koj muab qhov luv tshaj plaws ntawm cov dots thiab dashes rau cov ntawv peb siv feem ntau. 'E' yuav yog ib qho chaw. 'T' yuav yog ib tug khiav ceev. 'Kuv' yuav yog ob lub dots. 'M' yuav yog ob tug dashes. Thiab li ntawd. Nrog koj zoo siab. Koj tau tsim Morse Code."
30,Innovation Station,Telegraph with Key,3,Spanish,Simplified,"### Código Morse

Corre el año 1836. Te llamas Samuel Morse. Eres un pintor de retratos e inventor originario de Charlestown, Massachusetts. Tu trabajo es encontrar una forma de enviar mensajes instantáneos a través del país. Tienes un transmisor que te permite enviar impulsos eléctricos. Tienes un receptor que recibe impulsos eléctricos. Tienes electricidad. Tienes cables. ¿Qué haces?

### ¡Podría crear un código!

Podrías crear un código. Cada letra podría ser una combinación de ráfagas cortas y largas de electricidad. Puntos y rayas (y espacio vacío). Pequeños espacios vacíos entre letras. Pedazos más largos de espacios vacíos entre palabras. Quieres que tu código sea lo más eficiente posible, por lo que asignas la serie más corta de puntos y rayas a las letras que usamos con más frecuencia. ""E"" sería un solo punto. ""T"" sería un guión. ""I"" serían dos puntos. ""M"" serían dos guiones. Y así sucesivamente. Felicitaciones. Has inventado el código Morse."
30,Innovation Station,Telegraph with Key,3,English,Simplified,"### Morse Code

It's 1836. Your name is Samuel Morse. You're a portrait painter and inventor originally from Charlestown, Massachusetts. Your job is to figure out a way to send instant messages across the country. You have a transmitter that allows you to send electrical impulses. You have a receiver that receives electrical impulses. You have electricity. You have wire. What do you do?

### I Could Create a Code!

You could create a code. Each letter might be combination of short and long bursts of electricity. Dots and dashes (and empty space). Tiny bits of empty space between letters. Longer bits of empty space between words. You want your code to be as efficient as possible, so you assign the shortest series of dots and dashes to the letters we use most frequently. 'E' would be a single dot. 'T' would be a dash. 'I' would be two dots. 'M' would be two dashes. And so on. Congratulations. You've invented Morse Code."
35,Les Paul's House of Sound,Hometown Tour,3,Hmong,Simplified,"Ntawm no yog cov ntawv nyeem nrog nws formatting zoo tu qab tso nyob rau hauv markdown:
### Coj Ncig Ua Si
Koom nrog Sue Baker, Tus Thawj Coj Txoj Haujlwm ntawm Les Paul Foundation ntawm kev ncig xyuas Les Paul's Home Town, Waukesha, WI. Saib qhov twg Les nyob, kawm, ua thiab tsim."
35,Les Paul's House of Sound,Hometown Tour,3,Spanish,Simplified,"Aquí está el texto con su formato recuperado en Markdown:
### Realice el recorrido
Únase a Sue Baker, directora de programas de la Fundación Les Paul, en un recorrido por la ciudad natal de Les Paul, Waukesha, Wisconsin. Vea dónde vivió, aprendió, actuó e inventó Les."
35,Les Paul's House of Sound,Hometown Tour,3,English,Simplified,"Here is the text with its formatting recovered in markdown:
### Take The Tour
Join Sue Baker, The Program Director at the Les Paul Foundation on a tour of Les Paul's Home Town, Waukesha, WI. See where Les lived, learned, performed and invented."
36,Les Paul's House of Sound,How Many Discs?,3,English,Simplified,"How Many Discs Does it Take to Create a New Sound?

Five hundred, give or take a few.

Computers have made it easy to record multiple tracks, overdub, and add effects. But the combination of these effects had never been done before Les Paul released ""Lover"" in 1948. He called his effects ""The New Sound."" It was a huge hit.

It was a complicated process. If he didn't like a particular take, he couldn't record over it. He had to start over with another disc."
36,Les Paul's House of Sound,How Many Discs?,3,Spanish,Simplified,"¿Cuántos discos se necesitan para crear un nuevo sonido?

Quinientos, más o menos.

Las computadoras han hecho que sea fácil grabar múltiples pistas, sobregrabar y agregar efectos. Pero la combinación de estos efectos nunca se había hecho antes de que Les Paul lanzara ""Lover"" en 1948. Llamó a sus efectos ""El nuevo sonido"". Fue un gran éxito.

Fue un proceso complicado. Si no le gustaba una toma en particular, no podía grabar sobre ella. Tenía que empezar de nuevo con otro disco."
36,Les Paul's House of Sound,How Many Discs?,3,Hmong,Simplified,"Muaj pes tsawg Discs Nws siv los tsim lub suab tshiab?

Tsib puas, muab lossis nqa ob peb.

Cov khoos phis tawj tau ua kom yooj yim los sau ntau cov kab, overdub, thiab ntxiv cov teebmeem. Tab sis kev sib xyaw ua ke ntawm cov teebmeem no yeej tsis tau ua ua ntej Les Paul tso ""Tus Hlub"" xyoo 1948. Nws hu nws cov teebmeem ""Lub Suab Tshiab."" Nws yog ib tug loj hit.

Nws yog txheej txheem nyuaj. Yog tias nws tsis nyiam qhov tshwj xeeb, nws tsis tuaj yeem sau nws. Nws yuav tsum tau pib dua nrog lwm lub disc."
45,Les Paul's House of Sound,Seeing Sound,2,Hmong,Standard,"**Saib Suab**

Koj yuav ntsuas qhov ceev ntawm lub suab li cas?

Xyoo 1886, Lub Yim Hli Kundt tau tsim ib lub suab nrov - lub suab ntshiab hauv ib lub raj. Plua plav hauv lub raj pib vibrate thiab seev cev, tsim cov qauv ntawm lub suab. Kundt tom qab ntawd xam pom tias qhov kev ncua deb ntawm pawg seev cev ntawm cov plua plav yog lub wavelength ntawm lub suab yoj. Txij li thaum nws paub qhov zaus ntawm lub suab nthwv dej, nws tuaj yeem muab tus lej ntawd los ntawm lub wavelength thiab pom qhov ceev ntawm lub suab hauv huab cua."
45,Les Paul's House of Sound,Seeing Sound,2,Spanish,Standard,"**Ver el sonido**

¿Cómo medirías la velocidad del sonido?

En 1886, August Kundt generó una frecuencia única de sonido: un tono puro dentro de un tubo. El polvo dentro del tubo comenzó a vibrar y bailar, formando el contorno de la onda sonora. Kundt descubrió entonces que la distancia entre los montones de polvo danzantes es la longitud de onda de la onda sonora. Como conocía la frecuencia de la onda sonora, pudo multiplicar ese número por la longitud de onda y hallar la velocidad del sonido en el aire."
45,Les Paul's House of Sound,Seeing Sound,2,English,Standard,"**Seeing Sound**

How would you measure the speed of sound?

In 1886, August Kundt generated a single frequency of sound - a pure tone inside a tube. Dust inside the tube began to vibrate and dance, forming the outline of the soundwave. Kundt then figured out that the distance between the dancing piles of dust is the wavelength of the sound wave. Since he knew the frequency of the sound wave, he could multiply that number by the wavelength and find the speed of sound in air."
45,Les Paul's House of Sound,Seeing Sound,2,Hmong,Simplified,"Pom Suab
=====

Suab nrawm npaum li cas?

Koj puas tau xav tias peb ntsuas qhov ceev ntawm lub suab li cas?

Ib tug kws tshawb fawb npe hu ua August Kundt pom nws tawm hauv xyoo 1886. Nws tsim ib lub suab tshwj xeeb, lub suab ntshiab, hauv ib lub raj. Lub suab ua rau me me ntawm cov plua plav hauv lub raj vibrate thiab tsim cov qauv. Los ntawm saib tus qauv, Kundt tuaj yeem pom lub suab nthwv dej! Nws siv qhov kev tshawb pom no los xam qhov ceev ntawm lub suab hauv huab cua. Tsis yog qhov txias?"
45,Les Paul's House of Sound,Seeing Sound,2,Spanish,Simplified,"Ver el sonido
==========

¿Qué tan rápido es el sonido?

¿Alguna vez te preguntaste cómo medimos la velocidad del sonido?

Un científico llamado August Kundt lo descubrió en 1886. Creó un tipo especial de sonido, un tono puro, dentro de un tubo. El sonido hizo que pequeñas partículas de polvo dentro del tubo vibraran y formaran un patrón. Al observar el patrón, Kundt pudo ver la onda sonora. Usó este descubrimiento para calcular la velocidad del sonido en el aire. ¿No es genial?"
45,Les Paul's House of Sound,Seeing Sound,2,English,Simplified,"Seeing Sound
==========

How Fast is Sound?

Have you ever wondered how we measure the speed of sound?

A scientist named August Kundt figured it out in 1886. He created a special kind of sound, a pure tone, inside a tube. The sound made tiny particles of dust inside the tube vibrate and form a pattern. By looking at the pattern, Kundt could see the sound wave! He used this discovery to calculate the speed of sound in the air. Isn't that cool?"
50,Les Paul's House of Sound,Theremin,2,English,Simplified,"Here is the text with its formatting recovered in markdown:


### Theremin

This instrument is ""hands-off""! The Theremin makes sound without being touched. It works by detecting how close you are to its two antennas. The tube antenna controls pitch (how high or low the sound is), and the flat antenna controls volume (how loud or soft the sound is). Moving your hands closer or farther away from the antennas changes the electric charge, which the theremin translates into sound."
50,Les Paul's House of Sound,Theremin,2,Spanish,Simplified,"Aquí está el texto con su formato recuperado en Markdown:

### Theremin

¡Este instrumento es ""manos libres""! El theremin produce sonido sin que lo toques. Funciona detectando qué tan cerca estás de sus dos antenas. La antena de tubo controla el tono (qué tan alto o bajo es el sonido) y la antena plana controla el volumen (qué tan fuerte o suave es el sonido). Acercar o alejar las manos de las antenas cambia la carga eléctrica, que el theremin traduce en sonido."
50,Les Paul's House of Sound,Theremin,2,Hmong,Simplified,"Ntawm no yog cov ntawv nyeem nrog nws formatting zoo tu qab tso nyob rau hauv markdown:


### Muaj

Qhov cuab yeej no yog ""tes-off""! Lub Theremin ua suab tsis tau kov. Nws ua haujlwm los ntawm kev txheeb xyuas tias koj nyob ze li cas rau nws ob lub kav hlau txais xov. Lub kav hlau txais xov raj tswj lub suab (lub suab siab lossis qis npaum li cas), thiab lub kav hlau txais xov tiaj tus tswj lub ntim (lub suab nrov npaum li cas los yog muag). Txav koj txhais tes los ze zog los yog deb ntawm lub kav hlau txais xov hloov cov nqi hluav taws xob, uas lub suab txhais ua suab."
51,MKE Muscle,Bernoulli Table,2,English,Simplified,"### Bernoulli's Principle & Flight
Have you ever wondered how airplanes fly? It's actually pretty cool! Fluids, like air or water, push harder when they're moving slowly. The shape of an airplane wing helps it lift off the ground. The curved top of the wing makes the air move faster, which means it pushes less hard. The flat bottom of the wing makes the air move slower, which means it pushes harder. This helps the airplane lift up into the air!"
51,MKE Muscle,Bernoulli Table,2,Spanish,Simplified,"### Principio de Bernoulli y el vuelo
¿Alguna vez te has preguntado cómo vuelan los aviones? ¡En realidad es bastante interesante! Los fluidos, como el aire o el agua, empujan con más fuerza cuando se mueven lentamente. La forma del ala de un avión lo ayuda a despegar del suelo. La parte superior curva del ala hace que el aire se mueva más rápido, lo que significa que empuja con menos fuerza. La parte inferior plana del ala hace que el aire se mueva más lento, lo que significa que empuja con más fuerza. ¡Esto ayuda a que el avión se eleve en el aire!"
51,MKE Muscle,Bernoulli Table,2,Hmong,Simplified,"### Bernoulli Txoj Cai & Dav Hlau
Koj puas tau xav li cas lub dav hlau ya? Nws yeej zoo nkauj heev! Cov kua dej, zoo li huab cua lossis dej, thawb hnyav dua thaum lawv txav mus qeeb. Cov duab ntawm lub dav hlau tis pab nws nqa tawm hauv av. Qhov nkhaus sab saum toj ntawm lub tis ua rau huab cua txav nrawm dua, uas txhais tau hais tias nws thawb qis dua. Lub tiaj hauv qab ntawm tis ua rau huab cua txav qeeb, uas txhais tau hais tias nws thawb hnyav dua. Qhov no pab lub dav hlau nqa mus rau saum huab cua!"
51,MKE Muscle,Bernoulli Table,2,Hmong,Standard,"Ntawm no yog cov ntawv nyeem nrog nws formatting zoo tu qab tso nyob rau hauv markdown:
### Bernoulli Txoj Cai & Dav Hlau
Cov kua txav qeeb qeeb (kua lossis roj) ua kom lub zog ntau dua li cov kua txav nrawm dua. Lub dav hlau tis yog nkhaus rau saum thiab tiaj tus hauv qab. Cua taug kev hla saum tis txav nrawm dua li hauv qab tis. Qhov no generates siab dua nyob rau hauv qab ntawm lub tis, ua rau nqa."
51,MKE Muscle,Bernoulli Table,2,Spanish,Standard,"Aquí está el texto con su formato recuperado en Markdown:
### Principio de Bernoulli y vuelo
Los fluidos que se mueven más lentamente (líquidos o gases) ejercen más presión que los fluidos que se mueven más rápido. El ala de un avión es curva en la parte superior y plana en la parte inferior. El aire que pasa por encima del ala se mueve más rápido que por debajo del ala. Esto genera una mayor presión en la parte inferior del ala, lo que provoca sustentación."
51,MKE Muscle,Bernoulli Table,2,English,Standard,"Here is the text with its formatting recovered in markdown:
### Bernoulli's Principle & Flight
Slower moving fluids (liquid or gas) exert more pressure than faster moving fluids. An aircraft's wing is curved on top and flat on the bottom. Air traveling over the top of the wing moves faster than under the wing. This generates higher pressure on the bottom of the wing, causing lift."
52,MKE Muscle,Energy Into Motion,3,English,Standard,"#### Energy Into Motion

This engine uses a big burst of energy to get moving. It's kind of like when you jump up and down - you use your energy to get started. The engine's energy makes a big part called a piston move down. This makes another part move, and another, until the wheels start turning around in a circle."
